Front Right,Front Left,Rear Right,Rear Left,Time
2.711404323577881,2.614429235458374,2.8522863388061523,2.9404165744781494,49362.0
2.7044548988342285,2.6049530506134033,2.8421781063079834,2.9397847652435303,49362.0
2.706981897354126,2.605268955230713,2.8415462970733643,2.9353623390197754,49362.0
2.704138994216919,2.6046371459960938,2.8437576293945312,2.9397847652435303,49362.0
2.7050867080688477,2.605268955230713,2.8405988216400146,2.935046434402466,49362.0
2.7060341835021973,2.605900526046753,2.8393352031707764,2.941364049911499,49363.0
2.706350088119507,2.609375238418579,2.8434417247772217,2.9369418621063232,49363.0
2.7110884189605713,2.607480049133301,2.8456528186798096,2.945786476135254,49363.0
2.7057182788848877,2.6090593338012695,2.844705104827881,2.94010066986084,49363.0
2.711404323577881,2.609375238418579,2.8469161987304688,2.9366259574890137,49363.0
2.7050867080688477,2.6077959537506104,2.839651107788086,2.933467149734497,49364.0
2.711404323577881,2.6046371459960938,2.839019298553467,2.9410481452941895,49364.0
2.7035071849823,2.6068482398986816,2.840914487838745,2.935046434402466,49364.0
2.706350088119507,2.6033735275268555,2.843125820159912,2.937257766723633,49364.0
2.7044548988342285,2.610322952270508,2.8428099155426025,2.9445228576660156,49364.0
2.7009801864624023,2.605268955230713,2.8412303924560547,2.9369418621063232,49365.0
2.706350088119507,2.610954761505127,2.841862201690674,2.9410481452941895,49365.0
2.711404323577881,2.6062164306640625,2.8421781063079834,2.9394688606262207,49365.0
2.7044548988342285,2.6011624336242676,2.8415462970733643,2.9388370513916016,49365.0
2.710456609725952,2.6049530506134033,2.8462846279144287,2.9397847652435303,49365.0
2.7139313220977783,2.599583148956299,2.8428099155426025,2.94010066986084,49366.0
2.7066659927368164,2.6055846214294434,2.839651107788086,2.935046434402466,49366.0
2.7079296112060547,2.607480049133301,2.8342812061309814,2.939152956008911,49366.0
2.716142416000366,2.6068482398986816,2.8462846279144287,2.9438910484313965,49366.0
2.706350088119507,2.599583148956299,2.844705104827881,2.939152956008911,49366.0
2.7082455158233643,2.6027417182922363,2.842494010925293,2.940732479095459,49367.0
2.7038230895996094,2.6017942428588867,2.842494010925293,2.9423117637634277,49367.0
2.7085611820220947,2.605268955230713,2.8437576293945312,2.938521146774292,49367.0
2.7095088958740234,2.6077959537506104,2.8412303924560547,2.9423117637634277,49367.0
2.714878797531128,2.604321241378784,2.843125820159912,2.9404165744781494,49367.0
2.7072978019714355,2.602426052093506,2.8437576293945312,2.9359941482543945,49368.0
2.7095088958740234,2.600846529006958,2.8434417247772217,2.938521146774292,49368.0
2.706981897354126,2.6021101474761963,2.8462846279144287,2.936310052871704,49368.0
2.706350088119507,2.6046371459960938,2.8494434356689453,2.9353623390197754,49368.0
2.7066659927368164,2.600214719772339,2.8443892002105713,2.937889337539673,49368.0
2.7129836082458496,2.606532335281372,2.845968723297119,2.941995859146118,49369.0
2.7079296112060547,2.60874342918396,2.8472321033477783,2.9382052421569824,49369.0
2.7167742252349854,2.610954761505127,2.8500750064849854,2.9369418621063232,49369.0
2.707613706588745,2.60874342918396,2.848811626434326,2.939152956008911,49369.0
2.71266770362854,2.610322952270508,2.8507068157196045,2.9423117637634277,49369.0
2.7079296112060547,2.6062164306640625,2.8412303924560547,2.9394688606262207,49370.0
2.7101407051086426,2.6062164306640625,2.855445146560669,2.9451546669006348,49370.0
2.7066659927368164,2.6011624336242676,2.847548007965088,2.939152956008911,49370.0
2.711404323577881,2.615061044692993,2.853233814239502,2.9473657608032227,49370.0
2.7050867080688477,2.6084277629852295,2.8462846279144287,2.937257766723633,49370.0
2.718353509902954,2.6134817600250244,2.8551292419433594,2.9426276683807373,49371.0
2.7101407051086426,2.605268955230713,2.848811626434326,2.9451546669006348,49371.0
2.7110884189605713,2.6128499507904053,2.853865623474121,2.944838762283325,49371.0
2.7066659927368164,2.6062164306640625,2.845968723297119,2.9397847652435303,49371.0
2.7082455158233643,2.6119022369384766,2.853233814239502,2.944206953048706,49371.0
2.7066659927368164,2.603689432144165,2.8377559185028076,2.9404165744781494,49372.0
2.707613706588745,2.612218141555786,2.8522863388061523,2.945786476135254,49372.0
2.7022438049316406,2.601478338241577,2.8434417247772217,2.9347307682037354,49372.0
2.7035071849823,2.6119022369384766,2.8484957218170166,2.948629379272461,49372.0
2.7022438049316406,2.605268955230713,2.8484957218170166,2.9375736713409424,49372.0
2.7095088958740234,2.6134817600250244,2.847548007965088,2.946418285369873,49373.0
2.7095088958740234,2.605268955230713,2.8462846279144287,2.939152956008911,49373.0
2.719933032989502,2.612218141555786,2.8494434356689453,2.9432594776153564,49373.0
2.707613706588745,2.6040053367614746,2.841862201690674,2.9382052421569824,49373.0
2.709824800491333,2.6046371459960938,2.8450210094451904,2.9388370513916016,49373.0
2.7031912803649902,2.6046371459960938,2.842494010925293,2.9347307682037354,49374.0
2.709824800491333,2.605900526046753,2.8421781063079834,2.9410481452941895,49374.0
2.7101407051086426,2.6027417182922363,2.845968723297119,2.938521146774292,49374.0
2.7079296112060547,2.605900526046753,2.841862201690674,2.94010066986084,49374.0
2.7101407051086426,2.6033735275268555,2.8421781063079834,2.938521146774292,49374.0
2.7101407051086426,2.6040053367614746,2.8529179096221924,2.9404165744781494,49375.0
2.710456609725952,2.6096911430358887,2.8450210094451904,2.94010066986084,49375.0
2.716142416000366,2.6096911430358887,2.847548007965088,2.9445228576660156,49375.0
2.7085611820220947,2.602426052093506,2.8478639125823975,2.938521146774292,49375.0
2.7189853191375732,2.6119022369384766,2.8522863388061523,2.953683376312256,49375.0
2.7072978019714355,2.604321241378784,2.851022720336914,2.94010066986084,49376.0
2.7136154174804688,2.612218141555786,2.8500750064849854,2.9410481452941895,49376.0
2.712035894393921,2.606532335281372,2.8484957218170166,2.9432594776153564,49376.0
2.7145628929138184,2.607164144515991,2.851022720336914,2.942943572998047,49376.0
2.7072978019714355,2.6049530506134033,2.8472321033477783,2.942943572998047,49376.0
2.726250410079956,2.6156928539276123,2.868396043777466,2.9558944702148438,49377.0
2.7136154174804688,2.606532335281372,2.8513386249542236,2.9382052421569824,49377.0
2.7136154174804688,2.6096911430358887,2.853233814239502,2.9476816654205322,49377.0
2.7095088958740234,2.6040053367614746,2.8484957218170166,2.9410481452941895,49377.0
2.7110884189605713,2.611586332321167,2.855445146560669,2.9483134746551514,49377.0
2.7072978019714355,2.605900526046753,2.8466005325317383,2.939152956008911,49378.0
2.7095088958740234,2.606532335281372,2.853865623474121,2.942943572998047,49378.0
2.7009801864624023,2.600846529006958,2.8415462970733643,2.9375736713409424,49378.0
2.7088770866394043,2.6077959537506104,2.8519704341888428,2.943575382232666,49378.0
2.7035071849823,2.6055846214294434,2.844705104827881,2.934098958969116,49378.0
2.7180376052856445,2.615061044692993,2.8557608127593994,2.9539992809295654,49379.0
2.7044548988342285,2.6021101474761963,2.845968723297119,2.933467149734497,49379.0
2.7035071849823,2.6040053367614746,2.848179817199707,2.9369418621063232,49379.0
2.7066659927368164,2.6021101474761963,2.8469161987304688,2.9359941482543945,49379.0
2.7050867080688477,2.600846529006958,2.8443892002105713,2.935678243637085,49379.0
2.7072978019714355,2.606532335281372,2.845968723297119,2.9369418621063232,49380.0
2.7054026126861572,2.606532335281372,2.845968723297119,2.9359941482543945,49380.0
2.7066659927368164,2.610954761505127,2.8453369140625,2.9347307682037354,49380.0
2.7054026126861572,2.6125340461730957,2.842494010925293,2.935678243637085,49380.0
2.7145628929138184,2.6077959537506104,2.844705104827881,2.940732479095459,49380.0
2.7117199897766113,2.6112706661224365,2.8529179096221924,2.944838762283325,49381.0
2.709824800491333,2.6090593338012695,2.847548007965088,2.94010066986084,49381.0
2.7095088958740234,2.6100070476531982,2.8405988216400146,2.9388370513916016,49381.0
2.712035894393921,2.6169564723968506,2.853233814239502,2.9454705715179443,49381.0
2.7066659927368164,2.6068482398986816,2.8415462970733643,2.9445228576660156,49381.0
2.706350088119507,2.6156928539276123,2.851654529571533,2.9473657608032227,49382.0
2.7136154174804688,2.6175880432128906,2.8535497188568115,2.944206953048706,49382.0
2.7136154174804688,2.610322952270508,2.8450210094451904,2.944838762283325,49382.0
2.7082455158233643,2.602426052093506,2.8412303924560547,2.937257766723633,49382.0
2.7035071849823,2.603057622909546,2.8437576293945312,2.9461023807525635,49382.0
2.7066659927368164,2.601478338241577,2.8428099155426025,2.9410481452941895,49383.0
2.7066659927368164,2.605900526046753,2.8412303924560547,2.939152956008911,49383.0
2.7174057960510254,2.6141135692596436,2.8541815280914307,2.9432594776153564,49383.0
2.7028753757476807,2.600214719772339,2.8453369140625,2.9467339515686035,49383.0
2.7072978019714355,2.601478338241577,2.8443892002105713,2.9388370513916016,49383.0
2.7129836082458496,2.6156928539276123,2.8522863388061523,2.9461023807525635,49384.0
2.715510606765747,2.601478338241577,2.8484957218170166,2.940732479095459,49384.0
2.72214412689209,2.6182198524475098,2.863342046737671,2.954946994781494,49384.0
2.7044548988342285,2.603057622909546,2.842494010925293,2.9426276683807373,49384.0
2.717090129852295,2.6119022369384766,2.8522863388061523,2.9473657608032227,49384.0
2.7101407051086426,2.6017942428588867,2.8484957218170166,2.9394688606262207,49385.0
2.7136154174804688,2.6090593338012695,2.8551292419433594,2.939152956008911,49385.0
2.7050867080688477,2.60874342918396,2.8466005325317383,2.941364049911499,49385.0
2.7101407051086426,2.607164144515991,2.8513386249542236,2.9397847652435303,49385.0
2.706981897354126,2.607480049133301,2.8443892002105713,2.935046434402466,49385.0
2.7079296112060547,2.5976877212524414,2.839651107788086,2.937257766723633,49386.0
2.7057182788848877,2.6005306243896484,2.8405988216400146,2.936310052871704,49386.0
2.7028753757476807,2.5983195304870605,2.8443892002105713,2.9331512451171875,49386.0
2.7088770866394043,2.6096911430358887,2.850390911102295,2.9426276683807373,49386.0
2.704138994216919,2.6068482398986816,2.85481333732605,2.94010066986084,49386.0
2.7079296112060547,2.6153769493103027,2.853865623474121,2.943575382232666,49387.0
2.706981897354126,2.60874342918396,2.8456528186798096,2.938521146774292,49387.0
2.7151947021484375,2.6119022369384766,2.858919620513916,2.947997570037842,49387.0
2.709824800491333,2.605268955230713,2.845968723297119,2.9331512451171875,49387.0
2.7101407051086426,2.610954761505127,2.8478639125823975,2.9359941482543945,49387.0
2.7022438049316406,2.5998988151550293,2.8440732955932617,2.9359941482543945,49388.0
2.7066659927368164,2.609375238418579,2.8469161987304688,2.932835340499878,49388.0
2.7035071849823,2.6027417182922363,2.840282917022705,2.937889337539673,49388.0
2.701927900314331,2.603057622909546,2.8472321033477783,2.9293606281280518,49388.0
2.7031912803649902,2.605268955230713,2.848811626434326,2.939152956008911,49388.0
2.7079296112060547,2.605268955230713,2.8437576293945312,2.9318878650665283,49389.0
2.7082455158233643,2.610322952270508,2.8437576293945312,2.944206953048706,49389.0
2.704770803451538,2.605900526046753,2.8428099155426025,2.935046434402466,49389.0
2.7095088958740234,2.6128499507904053,2.8443892002105713,2.948629379272461,49389.0
2.712035894393921,2.603057622909546,2.8393352031707764,2.9451546669006348,49389.0
2.7110884189605713,2.6119022369384766,2.853233814239502,2.9416799545288086,49390.0
2.7066659927368164,2.607164144515991,2.838071584701538,2.9410481452941895,49390.0
2.7158265113830566,2.6084277629852295,2.8507068157196045,2.946418285369873,49390.0
2.704770803451538,2.603689432144165,2.8415462970733643,2.9394688606262207,49390.0
2.7085611820220947,2.6084277629852295,2.8434417247772217,2.9394688606262207,49390.0
2.7085611820220947,2.601478338241577,2.8453369140625,2.9382052421569824,49391.0
2.707613706588745,2.603057622909546,2.840914487838745,2.9388370513916016,49391.0
2.713299512863159,2.605900526046753,2.841862201690674,2.9432594776153564,49391.0
2.707613706588745,2.598003625869751,2.8440732955932617,2.9394688606262207,49391.0
2.707613706588745,2.6068482398986816,2.8469161987304688,2.9438910484313965,49391.0
2.7057182788848877,2.6017942428588867,2.8443892002105713,2.941364049911499,49392.0
2.7145628929138184,2.6100070476531982,2.856076717376709,2.9511563777923584,49392.0
2.7110884189605713,2.59863543510437,2.8405988216400146,2.9382052421569824,49392.0
2.7136154174804688,2.6049530506134033,2.849759101867676,2.9423117637634277,49392.0
2.70255970954895,2.5998988151550293,2.842494010925293,2.934414863586426,49392.0
2.707613706588745,2.600846529006958,2.8440732955932617,2.9347307682037354,49393.0
2.7044548988342285,2.602426052093506,2.8450210094451904,2.9337830543518066,49393.0
2.706981897354126,2.600846529006958,2.840282917022705,2.941995859146118,49393.0
2.714878797531128,2.6033735275268555,2.848811626434326,2.9438910484313965,49393.0
2.706981897354126,2.601478338241577,2.848179817199707,2.9337830543518066,49393.0
2.7028753757476807,2.601478338241577,2.845968723297119,2.9325194358825684,49394.0
2.7031912803649902,2.5961084365844727,2.8456528186798096,2.9416799545288086,49394.0
2.706981897354126,2.6017942428588867,2.845968723297119,2.9315719604492188,49394.0
2.7066659927368164,2.60811185836792,2.8500750064849854,2.944206953048706,49394.0
2.7066659927368164,2.600846529006958,2.8478639125823975,2.943575382232666,49394.0
2.718353509902954,2.609375238418579,2.85481333732605,2.940732479095459,49395.0
2.7060341835021973,2.609375238418579,2.845968723297119,2.9369418621063232,49395.0
2.578735113143921,2.6175880432128906,2.8522863388061523,2.9366259574890137,49395.0
2.7044548988342285,2.6062164306640625,2.847548007965088,2.9347307682037354,49395.0
2.7050867080688477,2.603689432144165,2.8450210094451904,2.935678243637085,49395.0
2.7057182788848877,2.6017942428588867,2.8453369140625,2.944838762283325,49396.0
2.706350088119507,2.600846529006958,2.843125820159912,2.934414863586426,49396.0
2.706981897354126,2.610954761505127,2.8466005325317383,2.945786476135254,49396.0
2.701296091079712,2.602426052093506,2.8494434356689453,2.940732479095459,49396.0
2.716458320617676,2.609375238418579,2.848179817199707,2.9397847652435303,49396.0
2.7095088958740234,2.6040053367614746,2.8415462970733643,2.9359941482543945,49397.0
2.7139313220977783,2.6077959537506104,2.8491275310516357,2.935678243637085,49397.0
2.7044548988342285,2.603057622909546,2.8393352031707764,2.9325194358825684,49397.0
2.710456609725952,2.6033735275268555,2.842494010925293,2.9382052421569824,49397.0
2.706350088119507,2.6096911430358887,2.8437576293945312,2.9366259574890137,49397.0
2.7085611820220947,2.6005306243896484,2.8393352031707764,2.9366259574890137,49398.0
2.7050867080688477,2.6077959537506104,2.8513386249542236,2.9404165744781494,49398.0
2.704770803451538,2.611586332321167,2.8450210094451904,2.937257766723633,49398.0
2.7123517990112305,2.6112706661224365,2.849759101867676,2.9451546669006348,49398.0
2.7066659927368164,2.6049530506134033,2.844705104827881,2.941364049911499,49398.0
2.722775936126709,2.6191675662994385,2.859551429748535,2.9558944702148438,49399.0
2.71266770362854,2.6049530506134033,2.844705104827881,2.940732479095459,49399.0
2.7129836082458496,2.610954761505127,2.851654529571533,2.941995859146118,49399.0
2.711404323577881,2.609375238418579,2.8450210094451904,2.94010066986084,49399.0
2.710456609725952,2.603689432144165,2.8440732955932617,2.9397847652435303,49399.0
2.7054026126861572,2.5983195304870605,2.840282917022705,2.932835340499878,49400.0
2.70255970954895,2.6021101474761963,2.8383874893188477,2.9394688606262207,49400.0
2.711404323577881,2.6077959537506104,2.848811626434326,2.9489452838897705,49400.0
2.7066659927368164,2.605268955230713,2.8541815280914307,2.9404165744781494,49400.0
2.7151947021484375,2.6141135692596436,2.8500750064849854,2.942943572998047,49400.0
2.7151947021484375,2.606532335281372,2.8437576293945312,2.941364049911499,49401.0
2.714247226715088,2.6046371459960938,2.8500750064849854,2.943575382232666,49401.0
2.7095088958740234,2.6084277629852295,2.8469161987304688,2.940732479095459,49401.0
2.7174057960510254,2.6049530506134033,2.8453369140625,2.941364049911499,49401.0
2.7060341835021973,2.600214719772339,2.845968723297119,2.940732479095459,49401.0
2.7079296112060547,2.605900526046753,2.8440732955932617,2.934414863586426,49402.0
2.7066659927368164,2.59863543510437,2.838071584701538,2.9388370513916016,49402.0
2.7060341835021973,2.5976877212524414,2.8428099155426025,2.937889337539673,49402.0
2.7057182788848877,2.5998988151550293,2.8522863388061523,2.9404165744781494,49402.0
2.70255970954895,2.598003625869751,2.8428099155426025,2.9388370513916016,49402.0
2.710456609725952,2.610322952270508,2.8573403358459473,2.946418285369873,49403.0
2.704770803451538,2.607164144515991,2.8484957218170166,2.9369418621063232,49403.0
2.7174057960510254,2.610322952270508,2.8529179096221924,2.9423117637634277,49403.0
2.7085611820220947,2.6011624336242676,2.8466005325317383,2.935046434402466,49403.0
2.7022438049316406,2.5998988151550293,2.844705104827881,2.9375736713409424,49403.0
2.711404323577881,2.6112706661224365,2.853233814239502,2.943575382232666,49404.0
2.707613706588745,2.6033735275268555,2.8491275310516357,2.94010066986084,49404.0
2.7123517990112305,2.610954761505127,2.8519704341888428,2.9404165744781494,49404.0
2.7158265113830566,2.60811185836792,2.8456528186798096,2.9375736713409424,49404.0
2.706981897354126,2.6017942428588867,2.848811626434326,2.935046434402466,49404.0
2.7022438049316406,2.600214719772339,2.8450210094451904,2.937257766723633,49405.0
2.7145628929138184,2.613797664642334,2.851654529571533,2.946418285369873,49405.0
2.704770803451538,2.607480049133301,2.8472321033477783,2.9426276683807373,49405.0
2.704770803451538,2.606532335281372,2.8428099155426025,2.9337830543518066,49405.0
2.7085611820220947,2.60811185836792,2.8519704341888428,2.9461023807525635,49405.0
2.7031912803649902,2.6017942428588867,2.848811626434326,2.935046434402466,49406.0
2.7095088958740234,2.612218141555786,2.853233814239502,2.945786476135254,49406.0
2.7057182788848877,2.603689432144165,2.8453369140625,2.937889337539673,49406.0
2.7129836082458496,2.60874342918396,2.8507068157196045,2.9394688606262207,49406.0
2.7066659927368164,2.6084277629852295,2.8466005325317383,2.938521146774292,49406.0
2.711404323577881,2.60811185836792,2.8456528186798096,2.9375736713409424,49407.0
2.7088770866394043,2.609375238418579,2.845968723297119,2.9375736713409424,49407.0
2.709192991256714,2.6046371459960938,2.8443892002105713,2.9369418621063232,49407.0
2.7060341835021973,2.604321241378784,2.842494010925293,2.9347307682037354,49407.0
2.7088770866394043,2.6033735275268555,2.8440732955932617,2.9451546669006348,49407.0
2.706350088119507,2.601478338241577,2.841862201690674,2.9347307682037354,49408.0
2.7082455158233643,2.601478338241577,2.8428099155426025,2.938521146774292,49408.0
2.7028753757476807,2.598003625869751,2.8466005325317383,2.9454705715179443,49408.0
2.706350088119507,2.605268955230713,2.839651107788086,2.935678243637085,49408.0
2.707613706588745,2.610322952270508,2.8443892002105713,2.945786476135254,49408.0
2.7057182788848877,2.6005306243896484,2.845968723297119,2.9454705715179443,49409.0
2.716142416000366,2.6134817600250244,2.8570244312286377,2.948629379272461,49409.0
2.714247226715088,2.602426052093506,2.848179817199707,2.9445228576660156,49409.0
2.7145628929138184,2.609375238418579,2.856076717376709,2.947049856185913,49409.0
2.7129836082458496,2.6068482398986816,2.8450210094451904,2.939152956008911,49409.0
2.7123517990112305,2.605268955230713,2.8469161987304688,2.9410481452941895,49410.0
2.7079296112060547,2.6005306243896484,2.844705104827881,2.9397847652435303,49410.0
2.7136154174804688,2.603057622909546,2.8478639125823975,2.9366259574890137,49410.0
2.704138994216919,2.5970559120178223,2.8440732955932617,2.9394688606262207,49410.0
2.7054026126861572,2.599583148956299,2.8484957218170166,2.9337830543518066,49410.0
2.711404323577881,2.6011624336242676,2.8421781063079834,2.9366259574890137,49411.0
2.7057182788848877,2.600846529006958,2.841862201690674,2.9375736713409424,49411.0
2.70255970954895,2.605900526046753,2.8484957218170166,2.9445228576660156,49411.0
2.704138994216919,2.604321241378784,2.8462846279144287,2.935046434402466,49411.0
2.7054026126861572,2.6011624336242676,2.8529179096221924,2.9404165744781494,49411.0
2.7044548988342285,2.599583148956299,2.8462846279144287,2.9293606281280518,49412.0
2.7079296112060547,2.60874342918396,2.850390911102295,2.945786476135254,49412.0
2.7060341835021973,2.606532335281372,2.8453369140625,2.9438910484313965,49412.0
2.7129836082458496,2.612218141555786,2.856076717376709,2.9423117637634277,49412.0
2.706981897354126,2.6112706661224365,2.8469161987304688,2.938521146774292,49412.0
2.7218282222747803,2.6191675662994385,2.8687119483947754,2.952104091644287,49413.0
2.710456609725952,2.6096911430358887,2.8469161987304688,2.936310052871704,49413.0
2.716458320617676,2.6125340461730957,2.8513386249542236,2.941995859146118,49413.0
